iata,airport_name,icao,city,state,country,lat,lon,lat_lon
HSV,Huntsville Intl-Carl T. Jones Field,KHSV,Huntsville,,United States,34.63719694,-86.77505417,"34.63719694,-86.77505417"
SJU,San Juan Luis Munoz Marin Intl Apt,TJSJ,San Juan,,United States,18.43939917,-66.00213333,"18.43939917,-66.00213333"
LAX,Los Angeles International Apt,KLAX,Los Angeles,,United States,33.94249639,-118.4080486,"33.94249639,-118.4080486"
DEN,Denver Intl Apt,KDEN,Denver,,United States,39.86166667,-104.6731667,"39.86166667,-104.6731667"
LAS,Las Vegas McCarran International Apt,KLAS,Las Vegas,,United States,36.08004389,-115.1522347,"36.08004389,-115.1522347"
CLD,San Diego McClellan-Palomar Arpt (US) CA,,Carlsbad,,United States,33.1266,-117.279,"33.1266,-117.279"
ATY,Watertown (US) SD,KATY,Watertown,,United States,44.91397222,-97.15472222,"44.91397222,-97.15472222"
PIR,Pierre,KPIR,Pierre,,United States,44.38269444,-100.2859722,"44.38269444,-100.2859722"
PDX,Portland International,KPDX,Portland,,United States,45.58870886,-122.5968694,"45.58870886,-122.5968694"
MSL,Muscle Shoals/Florence,KMSL,Muscle Shoals,,United States,34.74530556,-87.61022222,"34.74530556,-87.61022222"
MCE,Merced Regional Apt,KMCE,Merced,,United States,37.28475,-120.5139167,"37.28475,-120.5139167"
DFW,Dallas Dallas/Fort Worth Intl Apt,KDFW,Dallas Fort Worth,,United States,32.89723306,-97.03769472,"32.89723306,-97.03769472"
PDT,Pendleton,KPDT,"Oregon , Umatilla County",,United States,45.69509888,-118.8410034,"45.69509888,-118.8410034"
GLH,Greenville (US) MS,KGLH,Greenville,,United States,33.48288111,-90.98561389,"33.48288111,-90.98561389"
BNA,Nashville,KBNA,Nashville,,United States,36.124475,-86.67818056,"36.124475,-86.67818056"
ATL,Atlanta Hartsfield-jackson Intl Apt,KATL,Atlanta,,United States,33.63669961,-84.427864,"33.63669961,-84.427864"
CVN,Clovis Municipal Apt,KCVN,Clovis,,United States,34.42659025,-103.07758,"34.42659025,-103.07758"
ALS,Alamosa,KALS,Alamosa,,United States,37.435125,-105.8678753,"37.435125,-105.8678753"
SVC,Silver City,KSVC,Silver City,,United States,32.63654694,-108.1563853,"32.63654694,-108.1563853"
AIA,Alliance,KAIA,Alliance,,United States,42.05322222,-102.80375,"42.05322222,-102.80375"
TEX,Telluride,KTEX,Telluride,,United States,37.95380556,-107.90875,"37.95380556,-107.90875"
VCT,Victoria,KVCT,Victoria,,United States,28.85420583,-96.91873222,"28.85420583,-96.91873222"
MCK,Mccook,KMCK,"Nebraska , Red Willow County",,United States,40.20629883,-100.5920029,"40.20629883,-100.5920029"
ABQ,Albuquerque,KABQ,Albuquerque,,United States,35.03893156,-106.6082622,"35.03893156,-106.6082622"
PHX,Phoenix Sky Harbor Intl Apt,KPHX,Phoenix,,United States,33.43427778,-112.0115833,"33.43427778,-112.0115833"
CDR,Chadron,KCDR,Chadron,,United States,42.83755769,-103.0954019,"42.83755769,-103.0954019"
DDC,Dodge City,KDDC,Dodge City,,United States,37.76311111,-99.96541667,"37.76311111,-99.96541667"
CNM,Carlsbad,KCNM,Carlsbad,,United States,32.33744444,-104.2633611,"32.33744444,-104.2633611"
CEZ,Cortez,KCEZ,Cortez,,United States,37.3030025,-108.6280442,"37.3030025,-108.6280442"
MSP,Minneapolis/St Paul International Apt,KMSP,Minneapolis,,United States,44.88197222,-93.22177778,"44.88197222,-93.22177778"
MSS,Massena,KMSS,Massena,,United States,44.93624111,-74.84511972,"44.93624111,-74.84511972"
JST,Johnstown,KJST,Johnstown,,United States,40.31555556,-78.83466667,"40.31555556,-78.83466667"
BWI,Baltimore Washington International Apt,KBWI,Baltimore,,United States,39.17572833,-76.66899111,"39.17572833,-76.66899111"
SOW,Show Low,KSOW,Show Low,,United States,34.26547167,-110.0056625,"34.26547167,-110.0056625"
TVF,Thief River Falls,KTVF,"Minnesota , Pennington County",,United States,48.06570053,-96.18499756,"48.06570053,-96.18499756"
BOS,Boston Edward L Logan Intl Apt,KBOS,Boston,,United States,42.36294444,-71.00638889,"42.36294444,-71.00638889"
PIT,Pittsburgh International Apt,KPIT,Pittsburgh,,United States,40.49141667,-80.23269444,"40.49141667,-80.23269444"
MIA,Miami International Apt,KMIA,Miami,,United States,25.79536111,-80.29011583,"25.79536111,-80.29011583"
SFO,San Francisco,KSFO,San Francisco,,United States,37.61880556,-122.3754167,"37.61880556,-122.3754167"
JFK,New York J F Kennedy International Apt,KJFK,New York,,United States,40.63992778,-73.7786925,"40.63992778,-73.7786925"
SAT,San Antonio International Apt,KSAT,San Antonio,,United States,29.53395833,-98.46905694,"29.53395833,-98.46905694"
ORD,Chicago O'Hare International Apt,KORD,Chicago,,United States,41.97694028,-87.90814972,"41.97694028,-87.90814972"
IAH,Houston George Bush Intercont.,KIAH,Houston,,United States,29.98443528,-95.3414425,"29.98443528,-95.3414425"
MDW,Chicago Midway Intl,KMDW,Chicago,,United States,41.78597222,-87.75241667,"41.78597222,-87.75241667"
ANC,Anchorage Ted Stevens Intl Apt,CYHA,Anchorage,,United States,61.17408472,-149.9981375,"61.17408472,-149.9981375"
ENA,Kenai,,Kenai,,United States,60.57327778,-151.2448333,"60.57327778,-151.2448333"
HOM,Homer,PAHO,Homer,,United States,59.64499497,-151.4858084,"59.64499497,-151.4858084"
KSR,Selayar Islands,KKSR,Sandy River,,United States,56.24444444,-160.3863889,"56.24444444,-160.3863889"
OGG,Kahului,PHOG,Kahului,,United States,20.89864861,-156.4304586,"20.89864861,-156.4304586"
LGA,New York LaGuardia Apt,KLGA,New York,,United States,40.77725,-73.87261111,"40.77725,-73.87261111"
IND,Indianapolis,KIND,Indianapolis,,United States,39.71730556,-86.29463889,"39.71730556,-86.29463889"
SAN,San Diego International,KSAN,San Diego,,United States,32.73356278,-117.1896633,"32.73356278,-117.1896633"
PHL,Philadelphia International Apt,KPHL,Philadelphia,,United States,39.87208389,-75.24066306,"39.87208389,-75.24066306"
MSY,New Orleans Louis Armstrong Intl Apt,KMSY,New Orleans,,United States,29.99327778,-90.25902778,"29.99327778,-90.25902778"
SJC,San Jose Norman Y. Mineta Intl,KSJC,San Jose,,United States,37.36299472,-121.9286206,"37.36299472,-121.9286206"
RDU,Raleigh/Durham,KRDU,Raleigh Durham,,United States,35.87763889,-78.78747222,"35.87763889,-78.78747222"
KOA,Kona,PHKO,Kailua Kona,,United States,19.73876583,-156.0456314,"19.73876583,-156.0456314"
SNA,Santa Ana,KSNA,Santa Ana,,United States,33.67566194,-117.8682331,"33.67566194,-117.8682331"
HNL,Honolulu,PHNL,Honolulu,,United States,21.31781722,-157.9202275,"21.31781722,-157.9202275"
LIH,Lihue,PHLI,Lihue,,United States,21.97598333,-159.3389578,"21.97598333,-159.3389578"
DCA,Washington Ronald Reagan National Apt,KDCA,Washington,,United States,38.85144028,-77.03772139,"38.85144028,-77.03772139"
CLT,Charlotte,KCLT,Charlotte,,United States,35.21375,-80.94905556,"35.21375,-80.94905556"
OMA,Omaha Eppley Airfield,KOMA,Omaha,,United States,41.30316667,-95.89405556,"41.30316667,-95.89405556"
JAX,Jacksonville International Apt,KJAX,Jacksonville,,United States,30.49404556,-81.68784667,"30.49404556,-81.68784667"
STL,St Louis Lambert Intl Apt,KSTL,St Louis,,United States,38.74869822,-90.37002572,"38.74869822,-90.37002572"
CMH,Columbus John Glenn Intl Apt,KCMH,Columbus,,United States,39.99694667,-82.89215917,"39.99694667,-82.89215917"
DTW,Detroit Metropolitan Wayne County,KDTW,Detroit,,United States,42.21244444,-83.35338889,"42.21244444,-83.35338889"
AUS,Austin-Bergstrom International Apt,KAUS,Austin,,United States,30.19452722,-97.66987611,"30.19452722,-97.66987611"
SLC,Salt Lake City,KSLC,Salt Lake City,,United States,40.78839333,-111.9777733,"40.78839333,-111.9777733"
GUC,Gunnison,KGUC,Gunnison,,United States,38.53433333,-106.93175,"38.53433333,-106.93175"
MCI,Kansas City International Apt,KMCI,Kansas City,,United States,39.29761111,-94.71388889,"39.29761111,-94.71388889"
MKE,Milwaukee General Mitchell Intl Apt,KMKE,Milwaukee,,United States,42.94693194,-87.89706444,"42.94693194,-87.89706444"
SEA,Seattle-Tacoma International Apt,KSEA,Seattle,,United States,47.44988889,-122.3117778,"47.44988889,-122.3117778"
EGE,Vail/Eagle County Rgnl Apt,KEGE,Eagle,,United States,39.64275,-106.9159444,"39.64275,-106.9159444"
IAD,Washington Dulles International Apt,KIAD,Washington,,United States,38.94744444,-77.45994444,"38.94744444,-77.45994444"
BDL,Hartford Bradley International Apt,KBDL,Windsor Locks,,United States,41.93903222,-72.68431583,"41.93903222,-72.68431583"
ONT,Ontario (US) CA,KONT,Ontario,,United States,34.05601417,-117.6011875,"34.05601417,-117.6011875"
SMF,Sacramento International Apt,KSMF,Sacramento,,United States,38.69544444,-121.5907778,"38.69544444,-121.5907778"
GEG,Spokane International Apt,KGEG,Spokane,,United States,47.61902778,-117.5352222,"47.61902778,-117.5352222"
ORF,Norfolk International Apt,KORF,Norfolk,,United States,36.89460417,-76.20122917,"36.89460417,-76.20122917"
JAC,Jackson (US) WY,KJAC,Jackson,,United States,43.60733333,-110.73775,"43.60733333,-110.73775"
OAK,Oakland International Apt,KOAK,Oakland,,United States,37.72125,-122.2211389,"37.72125,-122.2211389"
SRQ,Sarasota/Bradenton,KSRQ,Sarasota Bradenton,,United States,27.39544444,-82.55438889,"27.39544444,-82.55438889"
CLE,Cleveland Hopkins International Apt,KCLE,Cleveland,,United States,41.40940694,-81.85469111,"41.40940694,-81.85469111"
TUS,Tucson International Apt,KTUS,Tucson,,United States,32.11606917,-110.9410139,"32.11606917,-110.9410139"
RSW,Fort Myers Sw Florida International Apt,KRSW,Fort Myers,,United States,26.53616667,-81.75516667,"26.53616667,-81.75516667"
MDT,Harrisburg International Apt,KMDT,Harrisburg,,United States,40.19319167,-76.76261917,"40.19319167,-76.76261917"
GSO,Greensboro/High Point,KGSO,Greensboro,,United States,36.10132667,-79.94112278,"36.10132667,-79.94112278"
BUF,Buffalo,KBUF,Buffalo,,United States,42.94042722,-78.73056972,"42.94042722,-78.73056972"
RNO,Reno,KRNO,Reno,,United States,39.49911111,-119.7681111,"39.49911111,-119.7681111"
ALB,Albany International Airport (US) NY,KALB,Albany,,United States,42.74911611,-73.80198,"42.74911611,-73.80198"
ILM,Wilmington (US) NC,KILM,Wilmington,,United States,34.27113889,-77.90288889,"34.27113889,-77.90288889"
PWM,Portland (US) ME,KPWM,Portland,,United States,43.6456435,-70.30861636,"43.6456435,-70.30861636"
RIC,Richmond (US) VA,KRIC,Richmond,,United States,37.50518111,-77.31973861,"37.50518111,-77.31973861"
SYR,Syracuse,KSYR,Syracuse,,United States,43.11119444,-76.10630556,"43.11119444,-76.10630556"
PVD,Providence,KPVD,Providence,,United States,41.72233333,-71.42772222,"41.72233333,-71.42772222"
CHS,Charleston (US) SC,KCHS,Charleston,,United States,32.89863889,-80.04052778,"32.89863889,-80.04052778"
MEM,Memphis,KMEM,Memphis,,United States,35.04241139,-89.97667917,"35.04241139,-89.97667917"
MHT,Manchester (US) NH,KMHT,Manchester,,United States,42.93280556,-71.43575,"42.93280556,-71.43575"
STT,St Thomas Cyril E King Apt,TIST,Charlotte Amalie,,United States,18.33730556,-64.97333333,"18.33730556,-64.97333333"
EWR,Newark Liberty International Apt,KEWR,Newark,,United States,40.69247983,-74.16868678,"40.69247983,-74.16868678"
ICT,Wichita Dwight D. Eisenhower Apt,KICT,Wichita,,United States,37.6499525,-97.43304278,"37.6499525,-97.43304278"
BOI,Boise,KBOI,Boise,,United States,43.56436111,-116.2228611,"43.56436111,-116.2228611"
ELP,El Paso International Apt,KELP,El Paso,,United States,31.80733333,-106.3763611,"31.80733333,-106.3763611"
COS,Colorado Springs Municipal,KCOS,Colorado Springs,,United States,38.80581667,-104.7007764,"38.80581667,-104.7007764"
TUL,Tulsa International Apt,KTUL,Tulsa,,United States,36.19839361,-95.88810556,"36.19839361,-95.88810556"
GSP,Greenville/Spartanburg Intl Apt,KGSP,Greer,,United States,34.89567111,-82.21885944,"34.89567111,-82.21885944"
PSP,Palm Springs International Apt,KPSP,Palm Springs,,United States,33.82966667,-116.5066944,"33.82966667,-116.5066944"
STX,St Croix Henry E. Rohlsen Apt,TISX,Christiansted,,United States,17.70150444,-64.80194292,"17.70150444,-64.80194292"
HDN,Hayden,KHDN,Hayden,,United States,40.48119444,-107.2176667,"40.48119444,-107.2176667"
DSM,Des Moines,KDSM,Des Moines,,United States,41.53397278,-93.66307222,"41.53397278,-93.66307222"
GRR,Grand Rapids (US) MI,KGRR,Grand Rapids,,United States,42.88083333,-85.52280556,"42.88083333,-85.52280556"
SAV,Savannah Hilton Head International Apt,KSAV,Savannah,,United States,32.12758333,-81.20213889,"32.12758333,-81.20213889"
FAT,Fresno Yosemite International Airport,KFAT,Fresno,,United States,36.77655556,-119.7188333,"36.77655556,-119.7188333"
CAE,Columbia Metropolitan Apt,KCAE,Columbia,,United States,33.93883778,-81.11953611,"33.93883778,-81.11953611"
CVG,Cincinnati Northern Kentucky Intl,KCVG,Covington,,United States,39.0488375,-84.66782083,"39.0488375,-84.66782083"
VPS,Destin/Ft Walton Beach Apt,KVPS,Valparaiso Destin Ft Walton Beach,,United States,30.48321942,-86.52604433,"30.48321942,-86.52604433"
BZN,Bozeman,KBZN,Bozeman,,United States,45.77723578,-111.1502603,"45.77723578,-111.1502603"
BIL,Billings,KBIL,Billings,,United States,45.80784914,-108.5435436,"45.80784914,-108.5435436"
OKC,Oklahoma City Will Rogers Apt,KOKC,Oklahoma City,,United States,35.39307403,-97.60076172,"35.39307403,-97.60076172"
GRK,Killeen/Fort Hood Regional/R. Gray AAF,KGRK,Fort Hood Killeen,,United States,31.06725,-97.82891667,"31.06725,-97.82891667"
MTJ,Montrose,KMTJ,Montrose,,United States,38.50980556,-107.89425,"38.50980556,-107.89425"
CWA,Wausau Central Wisconsin Apt,KCWA,Mosinee,,United States,44.77762367,-89.66677803,"44.77762367,-89.66677803"
AZO,Kalamazoo/Battle Creek (US) MI,KAZO,Kalamazoo,,United States,42.23438889,-85.55155556,"42.23438889,-85.55155556"
MFE,McAllen/Mission,KMFE,Mc Allen,,United States,26.17583333,-98.23861111,"26.17583333,-98.23861111"
AMA,Amarillo Rick Husband Intl Apt,KAMA,Amarillo,,United States,35.21936111,-101.7059167,"35.21936111,-101.7059167"
CAK,Akron/Canton Regional,KCAK,Akron,,United States,40.91505556,-81.44363889,"40.91505556,-81.44363889"
LCH,Lake Charles,KLCH,Lake Charles,,United States,30.12608333,-93.22341667,"30.12608333,-93.22341667"
LAW,Lawton/Fort Sill,KLAW,Lawton,,United States,34.56771444,-98.41663667,"34.56771444,-98.41663667"
XNA,Fayetteville/Springdale NW Arkansas Reg,KXNA,Fayetteville Springdale Rogers,,United States,36.28157917,-94.30776556,"36.28157917,-94.30776556"
ABI,Abilene Regional Apt,KABI,Abilene,,United States,32.41133333,-99.68188889,"32.41133333,-99.68188889"
TYS,Knoxville,KTYS,Knoxville,,United States,35.81109111,-83.99406722,"35.81109111,-83.99406722"
SGF,Springfield (US) MO,KSGF,Springfield,,United States,37.24566667,-93.38863889,"37.24566667,-93.38863889"
MLI,Moline,KMLI,Moline,,United States,41.44827778,-90.50752778,"41.44827778,-90.50752778"
SHV,Shreveport Regional Apt,KSHV,Shreveport,,United States,32.44651528,-93.82604,"32.44651528,-93.82604"
EVV,Evansville,KEVV,Evansville,,United States,38.04080556,-87.5285,"38.04080556,-87.5285"
FWA,Fort Wayne International,KFWA,Fort Wayne,,United States,40.97847222,-85.19516667,"40.97847222,-85.19516667"
MHK,Manhattan,KMHK,Manhattan,,United States,39.14122222,-96.67180556,"39.14122222,-96.67180556"
CHO,Charlottesville,KCHO,Charlottesville,,United States,38.13964278,-78.45234417,"38.13964278,-78.45234417"
MLU,Monroe,KMLU,Monroe,,United States,32.51055525,-92.03613372,"32.51055525,-92.03613372"
FAR,Fargo,KFAR,Fargo,,United States,46.92063889,-96.81575,"46.92063889,-96.81575"
GRI,Grand Island,KGRI,Grand Island,,United States,40.9675425,-98.30963889,"40.9675425,-98.30963889"
DAY,Dayton James M. Cox Intl Apt,KDAY,Dayton,,United States,39.90225222,-84.21941222,"39.90225222,-84.21941222"
LAN,Lansing,KLAN,Lansing,,United States,42.77863889,-84.58619444,"42.77863889,-84.58619444"
SUX,Sioux City,KSUX,Sioux City,,United States,42.40130944,-96.38441806,"42.40130944,-96.38441806"
TYR,Tyler,KTYR,Tyler,,United States,32.35354722,-95.40297778,"32.35354722,-95.40297778"
LIT,Little Rock,KLIT,Little Rock,,United States,34.72944139,-92.22477722,"34.72944139,-92.22477722"
CID,Cedar Rapids,KCID,Cedar Rapids,,United States,41.88468858,-91.71079861,"41.88468858,-91.71079861"
CRP,Corpus Christi International Apt,KCRP,Corpus Christi,,United States,27.77219444,-97.50241667,"27.77219444,-97.50241667"
MGM,Montgomery Regional-Dannelly Fld,KMGM,Montgomery,,United States,32.30063889,-86.39397222,"32.30063889,-86.39397222"
HOU,Houston William P. Hobby Apt,KHOU,Houston,,United States,29.64579983,-95.27723158,"29.64579983,-95.27723158"
TOL,Toledo Express Apt,KTOL,Toledo,,United States,41.58681667,-83.80782667,"41.58681667,-83.80782667"
ACT,Waco Regional Apt,KACT,Waco,,United States,31.61219444,-97.23030556,"31.61219444,-97.23030556"
SJT,San Angelo,KSJT,San Angelo,,United States,31.35774833,-100.4963042,"31.35774833,-100.4963042"
AVP,Wilkes-Barre/Scranton International Apt,KAVP,Wilkes Barre Scranton,,United States,41.33847222,-75.72338889,"41.33847222,-75.72338889"
BTR,Baton Rouge,KBTR,Baton Rouge,,United States,30.53291667,-91.14988889,"30.53291667,-91.14988889"
DRT,Del Rio International Apt,KDRT,Del Rio,,United States,29.37420694,-100.9271569,"29.37420694,-100.9271569"
MSN,Madison (US) WI,KMSN,Madison,,United States,43.13987914,-89.33750447,"43.13987914,-89.33750447"
BPT,Beaumont/Port Arthur J. Brooks Regional,KBPT,Beaumont Port Arthur,,United States,29.95083333,-94.02069444,"29.95083333,-94.02069444"
GCK,Garden City,KGCK,Garden City,,United States,37.92752778,-100.7244167,"37.92752778,-100.7244167"
AEX,Alexandria International Apt,KAEX,Alexandria,,United States,31.32737167,-92.54855583,"31.32737167,-92.54855583"
CHA,Chattanooga Metropolitan Apt,KCHA,Chattanooga,,United States,35.03519444,-85.20355556,"35.03519444,-85.20355556"
SWO,Stillwater,KSWO,Stillwater,,United States,36.16138944,-97.08589333,"36.16138944,-97.08589333"
BHM,Birmingham (US) AL,KBHM,Birmingham,,United States,33.56388889,-86.75230556,"33.56388889,-86.75230556"
MAF,Midland International Apt,KMAF,Midland,,United States,31.94252778,-102.2019167,"31.94252778,-102.2019167"
SPS,Wichita Falls Municipal/Sheppard AFB,KSPS,Wichita Falls,,United States,33.98880056,-98.4919025,"33.98880056,-98.4919025"
LFT,Lafayette Regional Apt,KLFT,Lafayette,,United States,30.20502778,-91.98775,"30.20502778,-91.98775"
ALO,Waterloo,KALO,Waterloo,,United States,42.55844917,-92.40102333,"42.55844917,-92.40102333"
LEX,Lexington Blue Grass Apt,KLEX,Lexington,,United States,38.03675,-84.60863889,"38.03675,-84.60863889"
BMI,Bloomington/Normal,KBMI,Bloomington Normal,,United States,40.47711111,-88.91591667,"40.47711111,-88.91591667"
DBQ,Dubuque,KDBQ,Dubuque,,United States,42.402,-90.70947222,"42.402,-90.70947222"
GJT,Grand Junction,KGJT,Grand Junction,,United States,39.12241667,-108.52675,"39.12241667,-108.52675"
CMI,Champaign/Urbana,KCMI,Champaign Urbana,,United States,40.03856083,-88.27653917,"40.03856083,-88.27653917"
TXK,Texarkana,KTXK,Texarkana,,United States,33.45372222,-93.99102778,"33.45372222,-93.99102778"
COU,Columbia (US) MO,KCOU,Columbia,,United States,38.81773556,-92.21779222,"38.81773556,-92.21779222"
RST,Rochester (US) MN,KRST,Rochester,,United States,43.90827778,-92.50002778,"43.90827778,-92.50002778"
SDF,Louisville Intl-Standiford Field,KSDF,Louisville,,United States,38.174085,-85.73649361,"38.174085,-85.73649361"
LBB,Lubbock Preston Smith International Apt,KLBB,Lubbock,,United States,33.66366667,-101.8205556,"33.66366667,-101.8205556"
HHH,Hilton Head Island,KHXD,Hilton Head Island,,United States,32.224495,-80.69740083,"32.224495,-80.69740083"
ATW,Appleton,KATW,Appleton,,United States,44.25809306,-88.51907222,"44.25809306,-88.51907222"
ROC,Rochester (US) NY,KROC,Rochester,,United States,43.11914361,-77.67186889,"43.11914361,-77.67186889"
GNV,Gainesville (US) FL,KGNV,Gainesville,,United States,29.69005556,-82.27177778,"29.69005556,-82.27177778"
GGG,Longview,KGGG,Longview,,United States,32.384,-94.7115,"32.384,-94.7115"
FSD,Sioux Falls,KFSD,Sioux Falls,,United States,43.58201806,-96.741925,"43.58201806,-96.741925"
GRB,Green Bay,KGRB,Green Bay,,United States,44.48463361,-88.12971333,"44.48463361,-88.12971333"
SPI,Springfield (US) IL,KSPI,Springfield,,United States,39.84461361,-89.67754667,"39.84461361,-89.67754667"
FSM,Fort Smith (US) AR,KFSM,Fort Smith,,United States,35.33658667,-94.36744472,"35.33658667,-94.36744472"
MSO,Missoula,KMSO,Missoula,,United States,46.91630556,-114.0905556,"46.91630556,-114.0905556"
LSE,La Crosse,KLSE,La Crosse,,United States,43.87926567,-91.25663361,"43.87926567,-91.25663361"
TVC,Traverse City,KTVC,Traverse City,,United States,44.74157861,-85.58187,"44.74157861,-85.58187"
PGV,Greenville (US) NC,KPGV,Greenville,,United States,35.63569444,-77.38408333,"35.63569444,-77.38408333"
ROA,Roanoke,KROA,Roanoke,,United States,37.32547222,-79.97541667,"37.32547222,-79.97541667"
BTV,Burlington (US) VT,KBTV,Burlington,,United States,44.471955,-73.15327611,"44.471955,-73.15327611"
SWF,New York Stewart International,KSWF,New York,,United States,41.50411111,-74.10483333,"41.50411111,-74.10483333"
FNT,Flint,KFNT,Flint,,United States,42.96547222,-83.74475,"42.96547222,-83.74475"
TRI,Bristol/Johnson/Kingsport,KTRI,Bristol Johnson Kingsport,,United States,36.47520778,-82.40741528,"36.47520778,-82.40741528"
BGR,Bangor,KBGR,Bangor,,United States,44.80744444,-68.82813889,"44.80744444,-68.82813889"
HTS,Huntington/Ashland KY,KHTS,Huntington,,United States,38.36850781,-82.56036022,"38.36850781,-82.56036022"
SBY,Salisbury/Ocean City,KSBY,Salisbury,,United States,38.34018944,-75.50947806,"38.34018944,-75.50947806"
PIA,Peoria,KPIA,Peoria,,United States,40.66419444,-89.69325,"40.66419444,-89.69325"
FLO,Florence (US) SC,KFLO,Florence,,United States,34.18536111,-79.72388889,"34.18536111,-79.72388889"
MYR,Myrtle Beach International,KMYR,Myrtle Beach,,United States,33.67974111,-78.92832139,"33.67974111,-78.92832139"
ISP,Islip,KISP,New York,,United States,40.79613569,-73.10066506,"40.79613569,-73.10066506"
SCE,State College,KUNV,State College,,United States,40.85,-77.84758333,"40.85,-77.84758333"
ITH,Ithaca,KITH,Ithaca,,United States,42.49136111,-76.45872222,"42.49136111,-76.45872222"
PHF,Newport News/Williamsburg,KPHF,Newport News,,United States,37.13188889,-76.49297222,"37.13188889,-76.49297222"
EWN,New Bern,KEWN,New Bern,,United States,35.07285444,-77.04301972,"35.07285444,-77.04301972"
LYH,Lynchburg,KLYH,Lynchburg,,United States,37.32538889,-79.20122222,"37.32538889,-79.20122222"
ABE,Allentown/Bethlehem/Easton,KABE,Allentown,,United States,40.65236278,-75.44040583,"40.65236278,-75.44040583"
ORH,Worcester,KORH,Worcester,,United States,42.26713889,-71.87561111,"42.26713889,-71.87561111"
IPT,Williamsport,KIPT,Williamsport,,United States,41.24166667,-76.92180556,"41.24166667,-76.92180556"
FAY,Fayetteville,KFAY,Fayetteville,,United States,34.99121111,-78.88027417,"34.99121111,-78.88027417"
RDM,Redmond/Bend,KRDM,Redmond,,United States,44.25406889,-121.1499714,"44.25406889,-121.1499714"
SQL,San Carlos (US) CA,PAVA,Sleetmute,,United States,61.70050944,-157.1658497,"61.70050944,-157.1658497"
TKF,Truckee,KTRK,"California , Nevada County",,United States,39.31999969,-120.1399994,"39.31999969,-120.1399994"
HHR,Hawthorne (US) CA,KHHR,Hawthorne,,United States,33.922798,-118.334999,"33.922798,-118.334999"
BRW,Barrow,BGCO,Utqiagvik,,United States,71.28486111,-156.7685833,"71.28486111,-156.7685833"
SCC,Prudhoe Bay/Deadhorse,MPCE,Deadhorse,,United States,70.19475411,-148.4651649,"70.19475411,-148.4651649"
OME,Nome,BIHN,Nome,,United States,64.51255556,-165.4443889,"64.51255556,-165.4443889"
JNU,Juneau,PAJN,Juneau,,United States,58.35471181,-134.5784705,"58.35471181,-134.5784705"
SIT,Sitka,PASI,Sitka,,United States,57.04683436,-135.3610687,"57.04683436,-135.3610687"
FAI,Fairbanks International Apt,ESNS,Fairbanks,,United States,64.81535556,-147.8566667,"64.81535556,-147.8566667"
WRG,Wrangell,PAWG,Wrangell,,United States,56.48433333,-132.3698333,"56.48433333,-132.3698333"
KTN,Ketchikan International Apt,PAKT,Ketchikan,,United States,55.35408333,-131.7112222,"55.35408333,-131.7112222"
SBA,Santa Barbara,KSBA,Santa Barbara,,United States,34.42619136,-119.8414927,"34.42619136,-119.8414927"
PSG,Petersburg (US) AK,PAPG,Petersburg,,United States,56.80147222,-132.9462222,"56.80147222,-132.9462222"
BUR,Burbank,KBUR,Burbank,,United States,34.20069444,-118.3586667,"34.20069444,-118.3586667"
BLI,Bellingham,KBLI,Bellingham,,United States,48.79269444,-122.5375278,"48.79269444,-122.5375278"
EUG,Eugene,KEUG,Eugene,,United States,44.12458333,-123.2119722,"44.12458333,-123.2119722"
ALW,Walla Walla,KALW,Walla Walla,,United States,46.09254167,-118.2840825,"46.09254167,-118.2840825"
PSC,Pasco,KPSC,Pasco,,United States,46.26468167,-119.1190239,"46.26468167,-119.1190239"
BET,Bethel Apt,PAEN,Bethel,,United States,60.77855556,-161.8371667,"60.77855556,-161.8371667"
YKM,Yakima Air Terminal,KYKM,Yakima,,United States,46.56816667,-120.5440556,"46.56816667,-120.5440556"
PUW,Pullman/Moscow,KPUW,Pullman Moscow,,United States,46.74169139,-117.1116192,"46.74169139,-117.1116192"
STS,Santa Rosa (US) CA,KSTS,Santa Rosa,,United States,38.50969444,-122.8128889,"38.50969444,-122.8128889"
OTZ,Kotzebue,,Kotzebue,,United States,66.88480556,-162.5981389,"66.88480556,-162.5981389"
MFR,Medford,KMFR,Medford,,United States,42.37496472,-122.8732875,"42.37496472,-122.8732875"
EAT,Wenatchee,KEAT,Wenatchee,,United States,47.39880556,-120.2068333,"47.39880556,-120.2068333"
DAL,Dallas Love Field,KDAL,Dallas,,United States,32.84594472,-96.85087667,"32.84594472,-96.85087667"
MRY,Monterey/Carmel Monterey Regional,KMRY,Monterey,,United States,36.58695222,-121.8427831,"36.58695222,-121.8427831"
SUN,Sun Valley Friedman Memorial Apt,KSUN,Hailey,,United States,43.50378056,-114.2955583,"43.50378056,-114.2955583"
HLN,Helena,KHLN,Helena,,United States,46.60672222,-111.9832778,"46.60672222,-111.9832778"
FCA,Kalispell,KGPI,Kalispell,,United States,48.3105,-114.256,"48.3105,-114.256"
SBP,San Luis Obispo,KSBP,San Luis Obispo,,United States,35.23727778,-120.6426111,"35.23727778,-120.6426111"
LGB,Long Beach,KLGB,Long Beach,,United States,33.81792972,-118.1518906,"33.81792972,-118.1518906"
PSE,Ponce,TJPS,Ponce,,United States,18.00878056,-66.56452083,"18.00878056,-66.56452083"
HPN,White Plains,KHPN,White Plains,,United States,41.06695306,-73.70756611,"41.06695306,-73.70756611"
